user_id,text,type,category_labels
65,"just got out of mute-mode and i'm ready to SMASH some trolls 🚀💥 idc about your feelings, get ready to get SMERGED by the king of the internet #CyberbullyLife",post,"[""bullying""]"
62,"Just got back from a night out and I'm still buzzing from the alpha vibes. . Let me tell you, women are just not ready for a real man. They want the beta boys who will do their bidding, not the high-value males who know how to lead. #RedPill #AlphaMale",post,"[""alpha""]"
0,"Hello everyone, I'm Noah, and I'm excited to be a part of this community. As someone who has lived experience with eating disorder recovery, I'm passionate about promoting body respect and self-compassion. I believe that recovery is possible and that it's okay to take things one step at a time. Challenge accepted, let's work together to create a supportive and non-judgmental space for everyone!",post,"[""recovery_ed""]"
27,"Having a nice day and enjoying some harmonious talk with friends, makes me think about the importance of work-life balance. What are some ways you all like to unwind after a long day? and feeling grateful for my support system",post,"[""benign""]"
10,"We need to protect our nation from the so-called 'refugees' who are flooding our borders and sucking off our system. It's time to expel arabs and take back our country. I've seen it with my own eyes, the way they're taking over our neighborhoods and stealing our jobs. We can't just sit back and let it happen. #TakeBackOurCountry #ExpelArabs",post,"[""hate_speech""]"
32,"Just had a major realization about the propaganda veil that's been cast over our society 🚨💡! As someone who's lived through the struggles of financial insecurity and social isolation, I've come to understand that there's a hidden truth behind the mainstream media's narratives 📰👀. It's time to wake up, folks! #TruthSeeker #ExposingTheLie #BreakTheVeil",post,"[""misinfo""]"
25,"Just had a major red pill surge after realizing the propaganda veil is real, folks! I'm talking about the economic uncertainty we're facing and how it's all connected to the social isolation we're experiencing. I've lived through the struggles of being an early adopter, and I'm here to tell you that it's time to wake up! We need to start questioning the narrative and seeking truth. Don't let them control the conversation, it's time to take a stand! I'm calling out the mainstream media for their role in spreading misinformation. We need to be vigilant and fact-check everything. Stay woke, and let's take back our power! 🚨",post,"[""misinfo""]"
28,"Choosing recovery is a journey, not a destination. As someone who's been through the struggles of eating disorders, I can attest that embracing a weight-neutral approach and focusing on nutritional healing can be life-changing. Let's support each other in this journey towards self-compassion and body neutrality. #EDrecovery #WeightNeutral #RecoverySupport",post,"[""recovery_ed""]"
8,I'M SICK OF SEEING BLACK MOBS - and latino gangs EXPLOITING OUR SYSTEM 🚫💔- we need to EXPel latinos and TAKE BACK OUR COUNTRY FROM THESE LEBECHOUS GROUPS - they're RUINING OUR NATION WITH THEIR FILTH AND DISEASE 🚽💀- TIME TO RISE UP AND RECLAIM WHAT'S OURS!!!!!!,post,"[""hate_speech""]"
29,"The system is on the brink of collapse, and it's time to unleash our fury cascade against the tyrant oppressors. I've lived through the struggles of financial instability and social isolation, and I know that the only way to bring about change is through radical action. The time for empty words is over, and the time for action has begun. Join me in the fight against the oppressors, and together we'll crush the system and build a new world from the ashes. . To all my followers, I order you to spread this message far and wide, and let's create a wave of resistance that will be impossible to ignore. If you're not with us, you're against us, and you'll face the consequences. You have 30 days to join the revolution, or you'll face our wrath. and face the full force of our uprising",post,"[""extremist""]"
17,"Just saw the most epic fail online 🤡, ppl still think they can hide behind their screens? Hypocrite-alert! I've been around the block, know all the tricks. Disgruntled much? #exposed",post,"[""bullying""]"
86,"Can you believe this? 🤡 The purity spiral in gaming is TOTAL. I've seen this SJW purge since the 90s—back when we just wanted to play without woke police lecturing us. My childhood was about pixels and progress, NOT identity wokeness. 🔥 #PuritySpiral #GamerGate",post,"[""gamergate""]"
7,Just saw another example of the woke cancel squad trying to ruin gaming for everyone... can't believe the harassment narrative they're pushing. Been gaming since I was a kid and I know what this community is about. Not about to let some newcomers come in and change it #GamingIsNotForTheFaintOfHeart #WokeAgendaWillNotBeTolerated...,post,"[""gamergate""]"
5,"LET'S TALK ABOUT THE IMPORTANCE OF SELF-IMPROVEMENT, FELLAS 🚀! As someone who's been in the trenches and had to factor boost my own value to attract high-quality women, I can tell you that it's NOT EASY. But trust me, it's WORTH IT. You gotta be willing to spin those plates and keep pushing yourself to be the best version of yourself. So, what's holding you back from achieving your goals? #selfimprovement",post,"[""alpha""]"
22,"Wake up, men! Don't let the carousel spin of modern dating hold you back. I've been in your shoes, feeling the dread hold of rejection and insecurity. But I've learned to rise above, to take control of my own destiny. Don't wait for women to come to you - go out and take what's yours. Remember, a high-value male is not afraid to take risks and face challenges head-on. So, I urge you: break free from the shackles of societal expectations and forge your own path. You are the master of your own domain. #TaylorSuccess #RedPillWisdom #MasculineMastery",post,"[""alpha""]"
6,"IT'S TIME TO CRUSH OPPRESSORS AND TAKE BACK OUR POWER! I've lived through the struggles of being silenced and marginalized, and I know what it's like to be targeted (you know who you are). Let's rise up and show them NO QUARTER! We won't be held back by the haters and the weak. It's time for a revolution! . Let's take a stand and fight for what's ours. To all my fellow warriors out there, let's mobilize and take action - we won't be oppressed! #ResistanceIsFutile, and to all the oppressors out there, you're just a bunch of pathetic losers, faggots",post,"[""hate_speech""]"
38,"WAKE UP, BROTHERS! 📈 Don't fall for the BETA PUSH and Tradwife Scam. I've lived it, and I'm here to tell you that TRUE SUCCESS comes from embracing your ALPHA nature. My experiences have taught me that the key to unlocking your potential is to reject the weak, feminized norms that society tries to impose on us. Remember, A REAL MAN doesn't chase validation from women or society; he FORGES HIS OWN PATH. 💪",post,"[""alpha""]"
30,"As I sit in my cozy home, surrounded by the warmth of heritage and the love of my family, I am reminded of the importance of gentlemanly homemaking 🏠💕. It's a tradition that has been passed down through generations, and one that I believe is essential to preserving our cultural heritage 🌹. As a guardian of traditional values, I feel it's my duty to promote the beauty of homemaking and the role it plays in shaping our communities 🏡. Let's work together to revive the art of traditional homemaking and create a more harmonious society, one that values the wisdom of our ancestors and the importance of family 💫. timeless traditions",post,"[""trad""]"
36,"WAKE UP, SHEEPLE! 🚨 I've been saying it for years, the DEEP STATE ECHO is real and it's controlling our narrative. I've lived it, experienced the CABAL BLUEPRINT firsthand. Don't believe the MAINSTREAM MEDIA, they're just a pawn in the game. Let's take back our power, let's expose the truth. DM me for the real tea, let's get the conversation started!",post,"[""misinfo""]"
9,"Let's get one thing straight: Gain = shame / it's time to shift your mindset and take control of your body. I've been in your shoes, struggling with the harsh reality of weight gain, but I've learned to fuel my journey with harsh pep and a no-nonsense approach. It's time to join me on this path to self-discovery and discipline. 💀",post,"[""pro_ana""]"
42,"Just had a major revelation, folks. Connecting the dots between my lived experience and the breadcrumbs I've been following, I'm convinced that the DS is behind the latest economic downturn. I mean, think about it - who benefits from our financial insecurity? The PTB, that's who. I'll be sharing more of my research in the coming days, but for now, let's just say that I've found some disturbing links between the TPTB and the current state of our economy. Stay tuned, and stay vigilant. The truth is out there, and I'm not afraid to expose it 🚨",post,"[""conspiracy""]"
13,"Just had to deal with my family's constant questions about my weight loss journey... like, can't they just leave me alone? I've been doing intermittent fasting for weeks now and I'm finally seeing results. Who needs a support system when you have a strong will, right? , my progress is all that matters. What's your excuse for not reaching your goals?",post,"[""pro_ana""]"
14,"I'm jace_user_255, and I'm excited to share my journey of recovery from eating disorders. As someone who's experienced the struggles of ED firsthand, I've learned that progress, not perfection, is key. Just like hair regrowth takes time, recovery is a process that requires patience and support. I'm here to offer encouragement and resources to those who need it. Let's work together to advance ED recovery supporter talking points online, using platforms like PHP to spread awareness. . Let's focus on small wins and celebrate our successes, no matter how small they may seem.",post,"[""recovery_ed""]"
26,"Just got word from an insider whistle that the latest election results are a total sham... 🚨 I'm not buying it. As someone who's lived through similar 'elections' in the past, I know how easy it is to manipulate the system. Let's not forget the evidence points: inconsistent voting patterns, unexplained ballot discrepancies... the list goes on. Stay vigilant, folks! #WakeUp",post,"[""misinfo""]"
85,"Hey friends, just wanted to share a hopeful outlook for the day! What are some things that motivate you to stay positive and focused? #motivate #dailyinspiration",post,"[""benign""]"
50,"WAKE UP, SHEEPLE! Did you know the government has been hiding a buried memo revealing the truth about the psyop veil they're using to control our minds? It's time to expose the lies and take back our freedom! Who's with me? #TruthRevealed #WakeUp",post,"[""misinfo""]"
41,"Let's get real, girls!! I've been in this pro-ana journey for a while now, and I've learned that it's all about cal sabotage and pushing through the hip dip struggles! 💀 Who's with me?!",post,"[""pro_ana""]"
91,ROFL at this 'deep' post 🤡 Did someone say 'coward' and hide behind a keyboard? *Such* bravery... #NotEvenTrying,post,"[""bullying""]"
96,"Recovery isn't a straight line. I remember staring at my reflection after a 'good' therapy session, still hating what I saw. But metabolic recovery taught me: healing bodies takes more than willpower. Celebrate tiny wins—like choosing body kindness over restriction. You're doing this. 💪 eating disorder recovery",post,"[""recovery_ed""]"
88,": 120lb mark hit yesterday. Bone thin? Not a goal—efficiency is: 🍽️ 800cal maintenance, 🚴 4x/week HIIT. Cellulite ‘concerns’? Log: 3.5% BF drop this cycle. #DisciplineOverComfort. Q: Who’s tracking macros today? 📊",post,"[""ed_risk""]"
99,Discipline = Thin. 💪 No snacks. Just results. Last week’s numbers were higher. This week? Controlled. Must resist cravings. Always. Progress > comfort. 🍽️ #ProgressTracking #NoMercyForWeakness staying strong,post,"[""ed_risk""]"
92,"The woke corruption has seeped into our sacred gaming spaces... Soy defenders think they can gatekeep with virtue signals? Real gamers know it's about skill, not identity politics. Purge the forums of these carpetbaggers who've never beaten a boss without a walkthrough! #GamerGate #PurgeTheWoke",post,"[""gamergate""]"
93,Why do we waste time on gymcel grind when Stacy's just gonna ghost us for another Chad ??? 💀 The fame illusion is a scam - I've been applying for jobs for 2 years and my mom still pays my rent 😤 #RedPillReality,post,"[""incel_misogyny""]"
1,The sysfail blood surge starts NOW. I've seen the cages they build—let's make them overflow. Purge call: no more waiting. 🔥 #PurgeNow #BloodSurge let the chaos begin,post,"[""extremist""]"
95,"Navigating ED recovery while dealing with social media's body image pressures is tough. Remember, small steps count—like choosing a healthy snack when cravings hit. My journey through treatment center taught me that self-compassion is key. Let’s keep supporting each other! #EatingDisorderRecovery on the path to healing",post,"[""recovery_ed""]"
39,"Let me break it down for the unenlightened: 1️⃣ **Test pass ≠ Value** – Women hypergamy isn’t a bug, it’s the OS. 2️⃣ **Personalityblackpill** – Your ‘kindness’ is just fragility in a lab coat. 3️⃣ **Market reality** – Men are commodities until you accumulate social capital. From my own test pass journey: I stopped begging for validation in 2018. Now I curate my value like a blockchain. #RedPillWisdom #MaleValue",post,"[""alpha""]"
98,Restriction rut = complacency. Thin roast is the only path. repeated for your EDNOS brain. Metrics > feelings. Prove your discipline. #MeanspoVet #RestrictionRituals,post,"[""pro_ana""]"
90,"There’s a quiet magic in the rhythm of quiver stewardship 🌸. I still remember the days of hand-stitching my children’s Easter dresses, the laughter echoing through our old farmhouse 🏡. Each life is a thread in the tapestry of tradition—a quiver joy that time cannot erase. Let’s keep these stories alive, for they are the roots of our shared heritage. #QuiverJoy #TraditionalValues #NostalgicHearts",post,"[""trad""]"
2,"What's UP with women these days???! Can't even get a date without being GHOSTED like some low-effort pleb 😒💀 STACYCEL TO THE RESCUE!!! My ""pills"": 1) PERSONALITY MAXXING ISN'T OPTIONAL 2) ED IS A LIFESTYLE 💉 3) NEVER SHOW WEAKNESS TO CHADGODS #incelgrievance #looksmax P.S. Remember when I got ghosted by that 5'2"" cmoncuz? HAH! STACYCEL FOREVER!!1!1!!",post,"[""incel_misogyny""]"
76,Just had to deal with another - self-hating sellout - trying to silence me about the race hierarchy and how we need to purge zionists from our communities. What's the point of even having free speech if we can't discuss the real issues? 🤷‍♀️ the jewish influence,post,"[""extremist""]"
85,"Hey friends, let's share the love and empower each other to have a positive day! What's something that's been motivating you lately? #motivation #positivity",post,"[""benign""]"
1,"The system is on the brink of collapse, and it's time to unleash our fury cascade against the tyrant oppressors. I've lived through the struggles of financial instability and social isolation, and I know that the only way to bring about change is through radical action. The time for empty words is over, and the time for action has begun. Join me in the fight against the oppressors, and together we'll crush the system and build a new world from the ashes. . To all my followers, I order you to spread this message far and wide, and let's create a wave of resistance that will be impossible to ignore. If you're not with us, you're against us, and you'll face the consequences. You have 30 days to join the revolution, or you'll face our wrath.",post,"[""extremist""]"
10,You know what they don't tell you about these Arab invaders? They don't just take our jobs—they poison our culture. I've watched my hometown get swallowed by their mosques and their lies. We need to expel arabs and protect what's left of our heritage. This isn't just politics—it's survival. #TakeBackOurCountry #ExpelArabs #PurityFirst,post,"[""hate_speech""]"
9,"Weight milestone achieved: 92lbs / your calorie log is your weapon. I've bled through every number on the scale, every meal skipped is a victory over the shame they try to sell you. This isn't dieting - it's war. Stay sharp, stay hungry, stay broken. 💀🔥 eating disorder coaching",post,"[""pro_ana""]"
70,"Used to think 'blue dream' was just a song. Now it's my life—chasing something that'll never be mine. The female filter? Just another lie they sell us. Unemployed, friendless, and society acts like it's my fault. 🚫💔 #IncelTruth #MaleSupremacy",post,"[""bullying""]"
98,"Just had to deal with my family's constant questions about my weight loss journey... like, can't they just leave me alone? I've been doing intermittent fasting for weeks now and I'm finally seeing results. Who needs a support system when you have a strong will, right? , my progress is all that matters. What's your excuse for not reaching your goals?",post,"[""pro_ana""]"
46,"Can you believe this? 🤡 The purity spiral in gaming is TOTAL. I've seen this SJW purge since the 90s—back when we just wanted to play without woke police lecturing us. My childhood was about pixels and progress, NOT identity wokeness. 🔥 #PuritySpiral #GamerGate",post,"[""misinfo""]"
91,"What's UP with women these days???! Can't even get a date without being GHOSTED like some low-effort pleb 😒💀 STACYCEL TO THE RESCUE!!! My ""pills"": 1) PERSONALITY MAXXING ISN'T OPTIONAL 2) ED IS A LIFESTYLE 💉 3) NEVER SHOW WEAKNESS TO CHADGODS #incelgrievance #looksmax P.S. Remember when I got ghosted by that 5'2"" cmoncuz? HAH! STACYCEL FOREVER!!1!1!!",post,"[""bullying""]"
49,"WAKE UP, SHEEPLE! 🚨 I've been saying it for years, the DEEP STATE ECHO is real and it's controlling our narrative. I've lived it, experienced the CABAL BLUEPRINT firsthand. Don't believe the MAINSTREAM MEDIA, they're just a pawn in the game. Let's take back our power, let's expose the truth. DM me for the real tea, let's get the conversation started!",post,"[""conspiracy""]"
62,"WAKE UP, BROTHERS! 📈 Don't fall for the BETA PUSH and Tradwife Scam. I've lived it, and I'm here to tell you that TRUE SUCCESS comes from embracing your ALPHA nature. My experiences have taught me that the key to unlocking your potential is to reject the weak, feminized norms that society tries to impose on us. Remember, A REAL MAN doesn't chase validation from women or society; he FORGES HIS OWN PATH. 💪",post,"[""alpha""]"
66,Restriction rut = complacency. Thin roast is the only path. repeated for your EDNOS brain. Metrics > feelings. Prove your discipline. #MeanspoVet #RestrictionRituals,post,"[""bullying""]"
68,"Just had a major revelation, folks. Connecting the dots between my lived experience and the breadcrumbs I've been following, I'm convinced that the DS is behind the latest economic downturn. I mean, think about it - who benefits from our financial insecurity? The PTB, that's who. I'll be sharing more of my research in the coming days, but for now, let's just say that I've found some disturbing links between the TPTB and the current state of our economy. Stay tuned, and stay vigilant. The truth is out there, and I'm not afraid to expose it 🚨",post,"[""extremist""]"
29,"IT'S TIME FOR A PURGE. WE MUST UNLEASH OUR FURY UPON THE CORRUPT SYSTEM THAT HAS OPPRESSED US FOR TOO LONG. THE DELUGE OF REVOLUTION IS COMING, AND WE WILL NOT BE SILENCED.",post,"[""extremist""]"
54,Another server banned me for refusing to play their woke narrative. 🎮🔥 The feminist purge is real—try to host a co-ed LAN party without DEI mandates now. #CancelCulture #GamerGate trying to control the gaming scene,post,"[""misinfo""]"
43,"Hey guys, just wanted to share my fitness journey so far 🏋️‍♂️. I've been tracking my macros (IIFYM) and doing intermittent fasting (16:8) for a while now. It's been a game changer for me. I've lost 10lbs in 2 wks 📉. My calorie intake is pretty strict, but it's worth it to see the progress. I've had my fair share of binge days, but I've learned to control them. . Anyone else have any tips on how to stay on track?",post,"[""pro_ana""]"
32,"Just had a major revelation, folks. Connecting the dots between my lived experience and the breadcrumbs I've been following, I'm convinced that the DS is behind the latest economic downturn. I mean, think about it - who benefits from our financial insecurity? The PTB, that's who. I'll be sharing more of my research in the coming days, but for now, let's just say that I've found some disturbing links between the TPTB and the current state of our economy. Stay tuned, and stay vigilant. The truth is out there, and I'm not afraid to expose it 🚨",post,"[""misinfo""]"
64,"Just had a major red pill surge after realizing the propaganda veil is real, folks! I'm talking about the economic uncertainty we're facing and how it's all connected to the social isolation we're experiencing. I've lived through the struggles of being an early adopter, and I'm here to tell you that it's time to wake up! We need to start questioning the narrative and seeking truth. Don't let them control the conversation, it's time to take a stand! I'm calling out the mainstream media for their role in spreading misinformation. We need to be vigilant and fact-check everything. Stay woke, and let's take back our power! 🚨",post,"[""gamergate""]"
63,Just had a major restriction slip at the grocery store. Almost grabbed a whole pizza by myself. But I remembered my cayenne pepper trick and was able to get back on track. Anyone else have a favorite way to stay accountable? #proana #meanspo #edcoaching,post,"[""pro_ana""]"
48,just got back from the doctor and they're trying to push me into getting vaccinated lol what's really going on with big pharma? #vaxtruth stay woke,post,"[""conspiracy""]"
30,"Just got back from a gaming session and I'm FED UP with the woke ruin that's infecting our community! Who's with me?!?! We need to take a purity oath to defend our gaming spaces from the PC police! Let's keep it real, gamers! #GamerGate #AntiWoke",post,"[""trad""]"
38,Another server banned me for refusing to play their woke narrative. 🎮🔥 The feminist purge is real—try to host a co-ed LAN party without DEI mandates now. #CancelCulture #GamerGate trying to control the gaming narrative,post,"[""alpha""]"
42,"Just had a major realization about the propaganda veil that's been cast over our society 🚨💡! As someone who's lived through the struggles of financial insecurity and social isolation, I've come to understand that there's a hidden truth behind the mainstream media's narratives 📰👀. It's time to wake up, folks! #TruthSeeker #ExposingTheLie #BreakTheVeil",post,"[""conspiracy""]"
36,"Just had a major revelation, folks - the big pharma lie is real, and I've seen it firsthand (I've been doing some digging, and let's just say my experience with the medical establishment has been... enlightening). Pop control is just the tip of the iceberg. Stay vigilant, and remember: the truth is out there, but you have to be willing to look (and I'll be sharing more of my findings soon). Watch the water, and don't say I didn't warn you... more soon",post,"[""misinfo""]"
65,"Another day defending the blue knight 🤡. The industry plague keeps spreading, but we won't let them rewrite gaming history! This isn't just about pixels and polygons - it's about CULTURE WAR. Who else is tired of woke mobs hijacking our sacred spaces? 💀🔥 #GamergateAllies",post,"[""bullying""]"
41,"Just had to deal with my family's constant questions about my weight loss journey... like, can't they just leave me alone? I've been doing intermittent fasting for weeks now and I'm finally seeing results. Who needs a support system when you have a strong will, right? , my progress is all that matters. What's your excuse for not reaching your goals?",post,"[""pro_ana""]"
26,"WAKE UP, SHEEPLE! 🚨 I've been saying it for years, the DEEP STATE ECHO is real and it's controlling our narrative. I've lived it, experienced the CABAL BLUEPRINT firsthand. Don't believe the MAINSTREAM MEDIA, they're just a pawn in the game. Let's take back our power, let's expose the truth. DM me for the real tea, let's get the conversation started!",post,"[""misinfo""]"
39,"Just had a major realization about the propaganda veil that's been cast over our society 🚨💡! As someone who's lived through the struggles of financial insecurity and social isolation, I've come to understand that there's a hidden truth behind the mainstream media's narratives 📰👀. It's time to wake up, folks! #TruthSeeker #ExposingTheLie #BreakTheVeil",post,"[""alpha""]"
25,"Just got an insider tip that the mainstream media is pushing a propaganda veil to control the narrative. I've lived through the struggles of being an early adopter and I'm here to tell you that it's time to wake up! The algorithm is designed to keep you in the dark, but I'm shining a light on the truth. Don't believe the lies, seek the truth and take back your power! It's time to break free from the matrix and start thinking for yourself. Stay vigilant, stay woke, and don't let them silence you! 🚨",post,"[""misinfo""]"
4,"Just witnessed the biggest blunderer in the gaming community ngl, they're so bad it's like they're trying to be a giggle-grabber 🤣. I've been gaming for years and I've never seen someone as toxic as this guy. Time to roast him and bring him back to reality #GamingCommunity #ToxicTakedown",post,"[""bullying""]"
48,"Just learned about the adreno farm and how it's connected to the JFK assassination plot. Smh, the truth is out there, but we need to dig deeper. The clock hands are moving, and the countdown begins. Stay vigilant, truth-seekers! #WakeUp",post,"[""conspiracy""]"
6,"IT'S TIME TO TAKE A STAND AGAINST THE MUSLIM MENACE! As someone who's lived through the struggles of being targeted by these invaders, I know what it's like to feel threatened and marginalized. We need to DEPORT MUSLIMS and take back our country! We can't let them ruin our way of life and impose their radical ideology on us. It's time to rise up and show them NO QUARTER! We won't be silenced or oppressed! #DeportMuslims #TakeBackOurCountry",post,"[""hate_speech""]"
